package,version,released,index,text
plm,1.5-15,,2,model.matrix.pFormula and plm.fit: include 'assign' and 'contrasts' attributes (if any) in model fit
plm,1.5-15,,3,"Vignette: summary(lme_mod)\$coef\$fixed -> summary(lme_mod)\$coefficients\$fixed to avoid partial matching of 'coef' to 'coefficients' by ""\$"" operator."
plm,1.5-15,,4,r.squared: adjusted R squared fixed (at least for models with intercept).
plm,1.5-15,,5,model.matrix.pFormula and pmodel.response: ensured that 'data' gets reduced to the corresponding model frame if not already a model frame (now mimics stats::model.matrix in this regard); fixes corner cases with specific NA patterns when model.matrix.pFormula or pmodel.response are called directly and 'data' not being a model frame (despite being required so) [see tests/test_model.matrix_pmodel.response_NA.R].
plm,1.5-15,,6,"detect_lin_dep: new function as a little helper function to detect linear dependent columns, esp. in model matrices; incl. doc with two examples about how linear dependent columns can be induced by the within transformation [function was renamed to detect.lindep in version 1.7-0]."
plm,1.5-15,,7,doc pFormula.Rd extended (especially examples) and split up in two files to better accommodate different return values and input values in the documentation (new file added: man/model.frame_model.matrix.Rd). ***
plm,1.5-14,,0,lag.pseries: modified to handle negative lags (=leading values).
plm,1.5-14,,1,"lead.pseries: added function as a wrapper for lag.pseries(x, k = -1) for convenience, i.e., lag(x, k = -1) == lead(x, k = 1)."
plm,1.5-14,,2,"pmodel.response.pFormula: make sure supplied formula is a pFormula before we continue (coerce to pFormula), fixes ""bugs"" (rather unexpected, but documented behaviour) like: pmodel.response.pFormula(regular_formula, data = dat, model = ""pooling"") # Error in names(y) <- namesy : # 'names' attribute [482] must be the same length as the vector [0]"
plm,1.5-14,,3,diff.pseries: prevented negative lags as input to avoid confusion.
plm,1.5-14,,4,"doc for pseries functions are made available under their name, e.g., ?lag now displays helpfile for lag.pseries in the help overview (besides, e.g., stats::lag)."
plm,1.5-14,,5,"pdim.default: make error message ""duplicate couples (time-id)"" printed as proper error message (removed cat() around the message in stop(), was printed as regular string on screen before)."
plm,1.5-14,,6,plm.data: slight improvement for printed outputs (spelling and spacing).
plm,1.5-14,,7,indexes: fixed return value (was always NULL).
plm,1.5-14,,8,"doc updates: ?pdim: added section about possible different return values for pdim(pdata.frame) and pdim(panelmodel_object); others: linkage to base functions enabled, spelling."
plm,1.5-14,,9,"mylm: added commented (i.e., inactive) warning about dropped coefficients in estimation."
plm,1.5-14,,10,"fitted.plm: added commented (i.e., inactive) warning in about dropped coefficients in estimated model compared to specified model.matrix."
plm,1.5-14,,11,"added testfile tests/test_fitted.plm.R (some of those test currently do not run (commented, i.e., inactive))."
plm,1.5-14,,12,some testfiles: fixed weird encodings. ***
plm,1.5-13,,0,"fixed bug in vcovHC(..., method=""white"") from degenerating diag() if any group has only 1 element."
plm,1.5-13,,1,"vcovG framework: reintroduced ""white2"" method. ***"
plm,1.5-12,2015-12-15,0,dataset Produc: added variable 'region' as 3rd column and fixed variable descriptions: 'pcap' is public capital (not private) while 'pc' is private capital (not public).
plm,1.5-12,2015-12-15,1,added importFrom as per CRAN check for submission. ***
plm,1.5-11,,0,"added RiceFarms to datasets to eliminate non-CRAN dependencies, (temporarily) removed 'pder' from suggested, uncommented (fixed) example in pdwtest.Rd. ***"
plm,1.5-9,,0,"fixed bug in vcovG for lagged White terms (make pseudo-diagonal in E(u,v)); affected vcovNW."
plm,1.5-9,,1,"documentation updates (mostly text books of Baltagi and Wooldridge to latest editions, references are also more specific now)."
plm,1.5-9,,2,"pbgtest: fixed/enabled type=""F"" (F test of lmtest::bgtest) in wrapper pbgtest() and fixed/enabled passing of argument 'order.by' [additional argument in lmtest::bgtest] [tests/testpbgtest.R added, docs updated and extended]."
plm,1.5-9,,3,"phtest(., method=""aux"") [Hausman regression-based test]: fixed bug when data contain more cases than there are used in model estimation (due to NA values); avoid calc. of RE model a second time; phtest now also works with between model correctly (fixed degrees of freedom) tests/test_phtest_Hausman_regression.R added."
plm,1.5-9,,4,"plm(): original row names of input data are preserved in plm_object\$model, so functions like pmodel.response(), model.frame(), model.matrix(), residuals() return the original row names (and thus fancy row names if those were to be computed by pdata.frame)"
plm,1.5-9,,5,as.data.frame.pdata.frame(): respects 'row.names' argument. ***
plm,1.5-8,,0,"phtest (Hausman test): introduced new regression-based test, allowing for robust vcov (via argument method = ""aux"")."
plm,1.5-8,,1,fixed bugs in pdwtest. ***
plm,1.5-6,,0,"pruned 'require' calls to 'lmtest', 'car', 'lattice' and substituted them with proper entries in NAMESPACE."
plm,1.5-6,,1,temporarily commented problematic examples in pbgtest and pdwtest. ***
plm,1.5-5,,0,fixed bug affecting vcovG on unbalanced datasets (thx Liviu Andronic) from propagation of NAs in final by-group matrix multiplication. ***
plm,1.5-4,,0,fixed testErrors.R with plm.data instead of pdata.frame. ***
plm,1.5-3,,0,reintroduced plm.data eliminated by mistake. ***
plm,1.5-1,,0,"fixed ""already a pdata.frame"" bug in pcdtest.formula."
plm,1.5-1,,1,implemented fixef() method for objects estimated by pggls(). ***
plm,1.5-0,,0,added generic building block and high-level wrappers vcovNW and vcovDC to the namespace.
plm,1.5-0,,1,dataset Parity added to /data. ***
plm,1.4-0,2013-12-28,0,"substituted vcovHC, vcovSCC with the new framework based on vcovG and wrapper functions. ***"
plm,1.3-1,2012-12-13,0,a 'subset' argument is added to print.summary.plm and summary.pht so that a subset of coefficients may be selected.
plm,1.3-1,2012-12-13,1,fixed a small problem on the printing of the typology of the variables for pht models.
plm,1.3-1,2012-12-13,2,"the ""name"" of the tests is now the formula truncated so that it prints on only one line."
plm,1.3-1,2012-12-13,3,'restrict.matrix' argument added to deal with linear restrictions.
plm,1.3-1,2012-12-13,4,a 'vcov' argument is added to summary.plm so that a variance matrix can be supplied.
plm,1.3-1,2012-12-13,5,the deviance method for panelmodel objects is now exported (12/02).
plm,1.3-1,2012-12-13,6,the Hausman-Taylor now supports the Amemiya-MaCurdy and the Breusch-Mizon-Schmidt version.
plm,1.3-1,2012-12-13,7,a small bug is fixed on the var2lev function to deal the case when there are no factors. ***
plm,1.3-0,,0,an update method for panelmodel objects is provided.
plm,1.3-0,,1,the Wages example is removed from the pvar man page because it's time consuming. ***
plm,1.2-10,2012-05-05,0,"for unbalanced Hausman-Taylor model, the printing of the error components was wrong, it is now fixed."
plm,1.2-10,2012-05-05,1,the printing of the removed variables (cst or NA) is improved.
plm,1.2-10,2012-05-05,2,the pgmm function has been improved to deal correctly with holes in the cross-sections ; a 'collapse' argument is added to limit the number of GMM instruments.
plm,1.2-10,2012-05-05,3,"the CoefTable element of summary.pgmm objects is renamed to coefficients, so that it can easily be extracted using the coef method."
plm,1.2-10,2012-05-05,4,the default value for robust is now TRUE in the summary.pgmm method.
plm,1.2-10,2012-05-05,5,a new argument 'lost.ts' is added to pgmm to select manually the number of lost time series.
plm,1.2-10,2012-05-05,6,almost null columns of instruments are removed (this happens when within/between transformation is performed on between/within series.
plm,1.2-10,2012-05-05,7,"plm now accepts three part formulas, the last part being for instruments introduced only in the within form."
plm,1.2-10,2012-05-05,8,the predict method for panelmodel objects is now exported.
plm,1.2-10,2012-05-05,9,plm now estimates systems of equations if a list of formulas is provided as the first argument. ***
plm,1.2-9,,0,"the pccep function, estimating CCEP models a la Pesaran, has been added together with summary and print.summary methods. The function generates objects of a class of their own (""pccep""), much like 'pggls', together with 'panelmodel' ['pccep' was later renamed to 'pcce'.]"
plm,1.2-9,,1,"the pmg function, estimating MG, DMG and CCEMG models a la Pesaran, has been added together with summary and print.summary methods. The function generates objects of a class of their own (""pmg""), much like 'pggls', together with 'panelmodel'. In the future must consider possible merger with 'pvcm'."
plm,1.2-9,,2,the new cipstest function performs a second-generation CIPS test for unit roots on pseries objects.
plm,1.2-9,,3,the new (non-exported) function pmerge is used internally by cipstest to merge lags and differences of a pseries into the original pdata.frame. Will possibly be added to the user space in the future. ***
plm,1.2-8,2011-12-24,0,"an index method is added for panelmodel, pdata.frame and pseries."
plm,1.2-8,2011-12-24,1,a bug in the typology of the variables in pht is fixed.
plm,1.2-8,2011-12-24,2,a bug in vcovBK (matrices degenerating into vectors) is fixed (thx to David Hugh-Jones for bug report).
plm,1.2-8,2011-12-24,3,the Between function now returns a pseries object.
plm,1.2-8,2011-12-24,4,the resid and fitted method now return a pseries object.
plm,1.2-8,2011-12-24,5,the pgmm method has been rewritten; the data frame is first balanced and NAs are then overwritten by 0s. ***
plm,1.2-7,2011-02-06,0,a typo is corrected in the man page of plm.data.
plm,1.2-7,2011-02-06,1,package AER is now suggested. ***
plm,1.2-6,2010-11-22,0,"a bug in mtest for pgmm models with effect=""individual"" and transformation=""ld"" *and* for the wald test for time.dummies for model with effect=""twoways"" and transformation=""ld"" is fixed by modifying namest in pgmm."
plm,1.2-6,2010-11-22,1,there was a bug in pgmm for models with different lags for GMM instruments. The number of time series lost is now the min (and not the max) of the first lags for GMM instruments.
plm,1.2-6,2010-11-22,2,some parts of summary.pgmm only worked correctly for models with time-dummies. It now deals correctly for models with 'individual' effects.
plm,1.2-6,2010-11-22,3,the *.rda files are now compressed.
plm,1.2-6,2010-11-22,4,p-values for the two-tailed versions of plmtest() were wrong and have been fixed. They were divided by 2 instead of multiplied. ***
plm,1.2-5,2010-07-24,0,"fixed error in pggls, model=""within"" (FEGLS). Added model=""fd"" (FDGLS)."
plm,1.2-5,2010-07-24,1,changed dependency from package 'kinship' to 'bdsmatrix' (as suggested by Terry Therneau after his reorganization of the packages).
plm,1.2-5,2010-07-24,2,fixed DESCRIPTION and NAMESPACE accordingly.
plm,1.2-5,2010-07-24,3,fixed the example in pggls.Rd. ***
plm,1.2-4,2010-04-16,0,"bug corrected in pgmm: ud <- cbind(ud, td.gmm.level) is relevant only for twoways models."
plm,1.2-4,2010-04-16,1,"in fitted.plm, the extraction of the index is updated."
plm,1.2-4,2010-04-16,2,the residuals.plm method now has a 'model' argument.
plm,1.2-4,2010-04-16,3,new function r.squared introduced.
plm,1.2-4,2010-04-16,4,pmodel.response.plm is modified: no explicit 'effect' and 'model' arguments anymore (like in model.matrix.plm). ***
plm,1.2-3,2010-01-26,0,lag.pseries now returns relevant names for the returned factor.
plm,1.2-3,2010-01-26,1,"pFormula is modified so that it can handle correctly Formula objects, and not only formula."
plm,1.2-3,2010-01-26,2,pgmm has been completely rewritten with a new 'Formula' interface. Old formula and dynformula interfaces are kept for backward compatibility but won't be maintained in the future.
plm,1.2-3,2010-01-26,3,'subset' and 'na.action' are added to the list of arguments of pgmm and oldpgmm.
plm,1.2-3,2010-01-26,4,"lag.pseries is now able to deal with vector arguments for lags, e.g., lag(x, c(1,3))."
plm,1.2-3,2010-01-26,5,"suml(x) is replaced by Reduce(""+"", x). ***"
plm,1.2-2,,0,the documentation has been improved.
plm,1.2-2,,1,"the pvalue for purtest(..., type = ""madwu"") was in error (by a factor of 2)."
plm,1.2-2,,2,"in formula(dynformula), a bug is fixed so that the endog variable doesn't appear on the RHS if there are no lags."
plm,1.2-2,,3,"in pgmm, the extract.data has been rewritten and is *much* faster."
plm,1.2-2,,4,two new functions vcovBK and vcovSCC have been added.
plm,1.2-2,,5,"a 'model' argument is added to pgmm.sys and pgmm.diff (previously, the model name was extracted from the call)."
plm,1.2-2,,6,"in pgmm, Kt is fixed to 0 when effect=""individual"". ***"
